TYPE ECA
VALUE tg
CN DE
DATE 20160518





STAID SOUID STANAME VAL VALQ LAT LON HIGH
4698 129468 TROLLENHAGEN 13.1 0 53.6012 13.3035 69 
4699 129480 TROSTBERG 12.1 0 48.0257 12.5378 559 
4700 129492 TUBINGEN -9999 9 48.519 9.0515 370 
4701 129504 TUTTLINGEN -9999 9 48.0055 8.818 649 
4702 122712 GEISINGEN 10.9 0 47.9217 8.64217 672 
4703 129528 TWISTETAL-MUHLHAUSEN 12 0 51.3347 8.9085 295 
4704 102406 KONSTANZ 13.8 0 47.6735 9.18783 443 
4705 129552 UECKERMUNDE 13.2 0 53.7408 14.0683 1 
4706 129564 UELZEN 12 0 52.939 10.5247 50 
4707 129576 GOLLHOFEN 13.4 0 49.5718 10.189 308 
4708 129588 ULM -9999 9 48.384 9.95233 567 
4709 129600 UMMENDORF 12.7 0 52.157 11.1727 162 
4710 122052 FASSBERG 11.2 0 52.9182 10.1837 73 
4711 121884 MOHRENDORF-KLEINSEEBACH 13 0 49.6503 11.005 268 
4712 129636 VILLINGEN-SCHWENNINGEN 10.3 0 48.0408 8.457 720 
4713 128484 GROSSENKNETEN 13.2 0 52.9343 8.23467 44 
4714 129660 VOLKLINGEN-STADT -9999 9 49.2555 6.857 220 
4715 129672 VOGTSBURG-OBERROTWEIL -9999 9 48.0883 7.63483 223 
4716 122124 HAMELN-HASTENBECK 12.5 0 52.0765 9.40483 77 
4717 129696 WACKERSLEBEN -9999 9 52.0707 11.0207 86 
4718 128688 SCHWARZBURG 12 0 50.6407 11.19 277 
4719 129720 WAGHAUSEL-KIRRLACH 15.4 0 49.2407 8.53617 105 
4720 132228 NEU-ULRICHSTEIN 12.6 0 50.7518 9.02067 350 
4721 129744 WAHLSBURG-LIPPOLDSBERG 11.3 0 51.6183 9.57283 176 
4722 129756 WITTENBORN 12.4 0 53.9195 10.225 39 
4723 129768 WAIBLINGEN -9999 9 48.824 9.321 224 
4724 129780 WALDAU-JOSTAL -9999 9 47.9727 8.154 1005 
4725 129792 WALDECK -9999 9 51.2048 9.06667 376 
4726 129804 AHRENSBURG-WULFSDORF -9999 9 53.6583 10.2002 46 
4727 129816 WALDEMS-REINBORN 13 0 50.2565 8.3565 380 
4728 129828 WALDHAUSER(NATIONALPARK) -9999 9 48.9248 13.4593 940 
4729 129840 WALDSASSEN -9999 9 50.0063 12.2928 509 
4730 129852 WALDSHUT -9999 9 47.6175 8.237 330 
4731 129864 WALTERSHAUSEN 12.4 0 50.8918 10.543 353 
4732 129876 WANGEROOGE -9999 9 53.7863 7.9045 3 
4733 129888 WARBURG 12.7 0 51.5032 9.10767 236 
4734 129900 WAREN 12.8 0 53.5195 12.6682 70 
4735 129912 BLANKENRATH 12.2 0 50.0353 7.30333 417 
4736 129924 WARTENBERG-ANGERSBACH -9999 9 50.6235 9.43917 270 
4737 129936 WASSERBURG -9999 9 48.0548 12.2197 443 
4738 129948 WATZMANNHAUS -9999 9 47.5698 12.9345 1923 
4739 129960 KR.ANSBACHWEIDENBACH -9999 9 49.1918 10.65 425 
4740 129576 GOLLHOFEN 13.4 0 49.5718 10.189 308 
4741 129984 WEIHENSTEPHAN-DURNAST 11.6 0 48.4018 11.6907 477 
4742 131532 RUNKEL-ENNERICH 13.7 0 50.3907 8.13983 168 
4743 130008 WEIMAR -9999 9 50.972 11.3055 264 
4744 130020 WEIMAR-SCHONDORF 12.9 0 51.0182 11.3533 325 
4745 130032 WEINBIET 12.6 0 49.3727 8.12017 553 
4746 126924 OBERSULM-WILLSBACH 13.7 0 49.124 9.352 230 
4747 130056 WEISKIRCHEN/SAAR 12.1 0 49.553 6.8075 380 
4748 130068 WEISMAIN -9999 9 50.0853 11.236 317 
4749 127728 RENNINGEN-IHINGERHOF 12.4 0 48.7393 8.92167 478 
4750 130092 WEISSENBURG 11.2 0 49.0188 10.957 422 
4751 130104 WEISSENFELS -9999 9 51.2173 11.9702 115 
4752 130116 WEISSENSEE-OTTENHAUSEN -9999 9 51.2078 10.9913 165 
4753 130128 WEISWEIL-WALDECKHOF -9999 9 48.1868 7.69233 173 
4754 130140 WELLENDINGEN -9999 9 48.1423 8.69117 655 
4755 131172 COSCHEN 13.1 0 52.019 14.7228 40 
4756 130164 WERL 14.2 0 51.5733 7.88667 85 
4757 123192 ARNSTEIN-MUDESHEIM 13.5 0 49.969 9.9075 220 
4758 130188 WERNIGERODE 13.6 0 51.842 10.7683 234 
4759 130200 WERTHEIM-EICHEL -9999 9 49.7673 9.53967 140 
4760 130212 BOBECK -9999 9 50.9033 11.7928 337 
4761 130224 WESTERLAND -9999 9 54.9003 8.30783 3 
4762 130236 WIELENBACH(DEMOLLSTR.) 11.8 0 47.8833 11.1553 550 
4763 130248 BOCHOLT(MARIENSCHULE) -9999 9 51.8368 6.60683 25 
4764 130260 WIESBADEN-AURINGEN 12.6 0 50.1265 8.31733 263 
4765 130272 WIESBADEN-DOTZHEIM -9999 9 50.0858 8.18617 235 
4766 130284 WIESENBURG 13.2 0 52.1198 12.456 187 
4767 130296 BOCHOLT -9999 9 51.8252 6.53483 21 
4768 130308 BAD-CALMBACHWILDBAD -9999 9 48.7847 8.57283 385 
4769 130320 BOCHUM 13.9 0 51.4748 7.269 101 
4770 130332 NEUBULACH-OBERHAUGSTETT 12 0 48.6515 8.67517 570 
4771 130344 BADWILDUNGEN -9999 9 51.104 9.1055 310 
4772 131124 WANGERLAND-HOOKSIEL 12.8 0 53.6383 8.07633 8 
4774 130380 REMS-MURR-KREISWINTERBACH -9999 9 48.8025 9.469 240 
4775 124488 KIRCHDORF/POEL 13.2 0 54.0005 11.4348 12 
4776 130404 WITTENBERG 14 0 51.8875 12.6412 105 
4777 130416 WITTMUNDHAFEN 13.1 0 53.55 7.66667 8 
4778 130440 WITTSTOCK-ROTEMUHLE 12.6 0 53.1858 12.4912 66 
4779 130440 WITTSTOCK-ROTEMUHLE 12.6 0 53.1858 12.4912 66 
4780 130452 WITZENHAUSEN -9999 9 51.3503 9.84033 133 
4781 132072 FEUCHTWANGEN-HEILBRONN 10.9 0 49.1578 10.3668 475 
4782 130476 WOLDEGK -9999 9 53.4578 13.607 118 
4783 130488 WOLFACH 13.3 0 48.2908 8.23733 291 
4784 130500 WOLFSBURG -9999 9 52.4388 10.756 56 
4785 130512 WOLFSBURG(SUDWEST) 13.5 0 52.3918 10.6878 82 
4786 130524 WOLFSTEIN/PFALZ -9999 9 49.5758 7.62117 200 
4787 130536 WORMS 15.2 0 49.6033 8.36667 88 
4788 130548 WURZBURG(KLARWERK) -9999 9 49.7918 9.89083 170 
4789 130560 WURZBURG(PHYSIKALISCHES-INSTITUT) -9999 9 49.8003 9.92417 175 
4790 130572 WUNSTORF 13.7 0 52.4548 9.4235 57 
4791 130584 WUPPERTAL-BUCHENHOFEN 14.1 0 51.2222 7.1035 130 
4792 130596 REMSCHEID -9999 9 51.2038 7.20033 235 
4793 102238 NEURUPPIN 13.3 0 52.9032 12.805 38 
4794 130620 WUTOSCHINGEN-OFTERINGEN 12.8 0 47.674 8.375 398 
4795 130632 WRIXUM/FOHR -9999 9 54.6898 8.5235 8 
4796 130644 ZEHDENICK 13.1 0 52.9675 13.3235 51 
4797 130656 ZEITZ 12.9 0 51.0523 12.1398 170 
4798 130668 ZERBST -9999 9 51.9593 12.1005 69 
4799 130680 BOBLINGEN -9999 9 48.6727 8.97117 445 
4800 131472 KARLSHAGEN 12 0 54.1038 13.8222 1 
4801 130704 ZINNWALD-GEORGENFELD 8.2 0 50.7263 13.7518 877 
4802 121584 EICHSTATT-LANDERSHOFEN 10.1 0 48.874 11.2348 384 
4803 130728 LICHTENTANNE 12.4 0 50.6868 12.4338 353 
4804 130740 ZWIESEL 8.5 0 49.0242 13.2375 615 
4805 130740 ZWIESEL 8.5 0 49.0242 13.2375 615 
4806 130764 BASSUM(A) -9999 9 52.843 8.71867 36 
4808 130788 BERGE 13.4 0 52.619 12.7867 40 
4809 130800 DANNENBERG -9999 9 53.1012 11.0413 50 
4810 130812 KIRCHHEIM/TECK-OTLINGEN -9999 9 48.6555 9.4195 289 
4811 130824 BOFFZEN -9999 9 51.7518 9.39117 105 
4812 130836 BADKOHLGRUB(A) -9999 9 47.6737 11.0423 850 
4813 131784 ELSENDORF-HORNECK 11 0 48.7018 11.8503 425 
4814 130860 MELSUNGEN-BURSTOSS -9999 9 51.1265 9.51867 254 
4815 130872 BOIZENBURG 12.5 0 53.3892 10.6868 45 
4816 130884 NEUWIED -9999 9 50.443 7.4235 91 
4817 130896 BOKEL -9999 9 53.859 9.73467 10 
4818 130908 SCHONHAGEN(OSTSEEBAD) 11.6 0 54.6378 10.0213 2 
4819 130920 REITIMWINKL 11.3 0 47.6722 12.4692 685 
4820 130932 BOLTENHAGEN 12.3 0 54.0025 11.1885 15 
4821 124332 KAISERSBACH-CRONHUTTE 10.7 0 48.9175 9.68617 489 
4822 130956 BONN -9999 9 50.7243 7.084 62 
4823 130968 BONN-FRIESDORF -9999 9 50.704 7.14183 62 
4825 130992 BONN-ROLEBER 14.3 0 50.7352 7.18967 159 
4826 125916 MEMMINGEN 11.9 0 47.9765 10.1368 615 
4827 132132 HECKELBERG 13.2 0 52.7408 13.8385 82 
4828 131028 WENDISCHEVERN 12.3 0 53.2092 10.4697 62 
4829 131040 TAUBENHEIM-SEELIGSTADT -9999 9 51.0843 13.4502 273 
4830 131052 OSTENFELD(RENDSBURG) 13 0 54.3192 9.8035 14 
4831 131064 GRAMBOW-SCHWENNENZ 13.3 0 53.3847 14.3712 50 
4832 122880 ANKLAM 13.2 0 53.8392 13.6847 9 
4833 131256 STEINHAGEN-NEGAST 12.5 0 54.2502 13.0392 16 
4834 131100 SOHLAND/SPREE 11.8 0 51.0563 14.4235 290 
4835 131112 BORGENTREICH-BUHNE -9999 9 51.5698 9.30783 240 
4836 131124 WANGERLAND-HOOKSIEL 12.8 0 53.6383 8.07633 8 
4837 131136 WEIDENBACH-WEIHERSCHNEIDBACH 11 0 49.222 10.6057 455 
4838 131148 DORPEN 13.9 0 52.9532 7.31817 8 
4839 131160 DORNICK 12.5 0 54.1667 10.3523 26 
4840 131172 COSCHEN 13.1 0 52.019 14.7228 40 
4841 131184 BORKENINWESTFALEN 14.1 0 51.8712 6.88533 48 
4842 125688 MALLERSDORF/NIEDERBAYERN 10.9 0 48.7735 12.2527 410 
4844 131220 NASTATTEN 13.4 0 50.2 7.85933 268 
4845 128532 SELB/OBERFRANKEN-LAUTERBACH 10 0 50.2033 12.1403 609 
4846 131244 LUGDE-PAENBRUCH 11.8 0 51.8673 9.26983 258 
4847 131256 STEINHAGEN-NEGAST 12.5 0 54.2502 13.0392 16 
4848 132108 BORKUM-FLUGPLATZ 12.9 0 53.6 6.70183 3 
4849 102390 STRAUBING 10.5 0 48.8237 12.5562 351 
4850 131292 SAARBRUCKEN-BURBACH 13.7 0 49.2383 6.93433 190 
4851 121584 EICHSTATT-LANDERSHOFEN 10.1 0 48.874 11.2348 384 
4852 131316 FRIEDRICHSHAFEN-UNTERRADERACH 13.5 0 47.6845 9.43833 459 
4853 131328 GROSSERLACH-MANNENWEILER 12.8 0 49.0197 9.6025 523 
4854 131340 INGELFINGEN-STACHENHAUSEN 13 0 49.3333 9.703 385 
4855 131352 SCHWABISCHGMUND-WEILER 13 0 48.769 9.87167 413 
4856 131364 SINGEN 13.1 0 47.7713 8.82033 445 
4857 131376 BRILON-THULEN 12.2 0 51.4093 8.65033 457 
4858 131388 WUSTERWITZ 13.8 0 52.3575 12.3863 36 
4859 131400 PABSTORF 13 0 52.0257 10.9583 112 
4860 131412 MOORGRUNDGRAFEN-NITZENDORF 12.2 0 50.8393 10.2517 283 
4861 131424 DEMKER 13.3 0 52.505 11.8538 36 
4862 131436 NOTZINGEN 13.3 0 48.6697 9.458 325 
4863 131448 PILSACH-LITZLOHE -9999 9 49.3525 11.504 550 
4864 131460 MUHLHAUSEN-GORMAR 12.1 0 51.2047 10.4908 190 
4865 131472 KARLSHAGEN 12 0 54.1038 13.8222 1 
4866 131484 MARKTERLBACH-MOSBACH 12.6 0 49.5262 10.6392 362 
4867 131496 NOSSEN 12.7 0 51.051 13.3015 308 
4868 131508 LOHR/MAIN-HALSBACH 12.6 0 50.0085 9.653 285 
4869 131520 LUDINGHAUSEN-BROCHTRUP 13.9 0 51.7675 7.51883 59 
4870 131532 RUNKEL-ENNERICH 13.7 0 50.3907 8.13983 168 
4871 131544 MAISACH-GALGEN 11.7 0 48.2048 11.2027 530 
4872 131556 SCHONUNGEN-MAINBERG 13 0 50.0553 10.2923 304 
4873 131568 BRAKE -9999 9 53.3172 8.47467 1 
4874 131580 BRAKE-SUDERFELD -9999 9 53.2918 8.45233 0 
4875 132432 ALFHAUSEN 13 0 52.4852 7.90767 65 
4876 131604 BRANDE-HORNERKIRCHEN -9999 9 53.854 9.70983 9 
4877 131616 BRANDENBURG-GORDEN -9999 9 52.409 12.551 35 
4878 131484 MARKTERLBACH-MOSBACH 12.6 0 49.5262 10.6392 362 
4879 131640 BRAUNLAGE 9.2 0 51.7217 10.6023 607 
4880 131676 BRAUNSCHWEIG 13.6 0 52.2875 10.4423 81 
4881 131676 BRAUNSCHWEIG 13.6 0 52.2875 10.4423 81 
4882 131676 BRAUNSCHWEIG 13.6 0 52.2875 10.4423 81 
4883 131688 BREITSOL -9999 9 49.9017 9.42417 585 
4884 100138 BREMEN 13.1 0 53.0412 8.79283 4 
4885 131712 BREMERHAVEN 13.7 0 53.534 8.57283 7 
4886 131712 BREMERHAVEN 13.7 0 53.534 8.57283 7 
4887 131748 BREMERVORDE 13.1 0 53.4927 9.1705 3 
4888 131748 BREMERVORDE 13.1 0 53.4927 9.1705 3 
4889 131748 BREMERVORDE 13.1 0 53.4927 9.1705 3 
4890 131772 ESCHBACH -9999 9 47.8853 7.657 234 
4891 131784 ELSENDORF-HORNECK 11 0 48.7018 11.8503 425 
4892 131796 LIEBENBURG-OTHFRESEN 13 0 52.0063 10.3907 187 
4893 131808 ALBSTADT-EBINGEN -9999 9 48.2035 9.03617 712 
4894 131820 SIEGSDORF-HOLL 11 0 47.8347 12.6538 721 
4895 131832 BIELEFELD-DEPPENDORF 13.8 0 52.0703 8.45467 105 
4896 131844 BRETTEN -9999 9 49.0225 8.70983 185 
4897 131376 BRILON-THULEN 12.2 0 51.4093 8.65033 457 
4898 131868 FREUDENBERG/MAIN-BOXTAL 13.6 0 49.7587 9.40383 193 
4899 131880 ALBSTADT-BADKAP 10.9 0 48.2098 8.97417 759 
4900 131892 BROMBACHTAL-KIRCH-BROMBACH -9999 9 49.7347 8.954 290 
4901 131904 HATTSTEDT 12.2 0 54.5235 9.03967 5 
4902 131916 BROTTERODE -9999 9 50.8242 10.4532 600 
4903 131928 ALBSTADT-ONSTMETTINGEN -9999 9 48.2732 9.0005 794 
4904 131940 DONAUWORTH-OSTERWEILER 11.1 0 48.7348 10.739 434 
4905 131952 OLBERSLEBEN 12.1 0 51.1512 11.3265 160 
4906 131964 TREUEN 11.3 0 50.5413 12.2853 465 
4907 131976 ARNSBERG-NEHEIM 13.5 0 51.4587 7.974 159 
4908 131988 HERMARINGEN-ALLEWIND 10.7 0 48.6063 10.2682 468 
4909 132000 DEUTSCHNEUDORF-BRUDERWIESE 9 0 50.6192 13.4765 688 
4910 132012 PRACKENBACH-NEUHAUSEL 9.6 0 49.1057 12.8213 588 
4911 132024 FELDBERG/MECKLENBURG 11.9 0 53.3172 13.4172 115 
4912 132036 JESSNITZ 14 0 51.6765 12.3033 74 
4913 132048 ALFELD 12 0 51.9668 9.8025 144 
4914 132060 EISENACH 13 0 51.0015 10.358 312 
4915 132072 FEUCHTWANGEN-HEILBRONN 10.9 0 49.1578 10.3668 475 
4916 132084 BRUCKEN -9999 9 49.6255 7.10933 390 
4917 132096 WALDMUNCHEN 9.9 0 49.3885 12.6845 499 
4918 132108 BORKUM-FLUGPLATZ 12.9 0 53.6 6.70183 3 
4919 132120 AHAUS 14.1 0 52.0763 6.93833 46 
4920 132132 HECKELBERG 13.2 0 52.7408 13.8385 82 
4921 132144 BADBRUCKENAU(A) -9999 9 50.3055 9.784 310 
4922 132156 HOYERSWERDA 13.5 0 51.4503 14.2525 116 
4923 132168 WUNSIEDEL-SCHONBRUNN 10 0 50.0257 11.9712 622 
4924 132180 GOTTFRIEDING 11.7 0 48.6563 12.5375 350 
4925 132192 HOHERODSKOPF/VOGELSBERG 10.2 0 50.505 9.22133 743 
4926 132204 ALDERSBACH-KRIESTORF 11.6 0 48.6167 13.0512 340 
4927 132216 LEUTKIRCH-HERLAZHOFEN 11.8 0 47.7912 10.0333 672 
4928 132228 NEU-ULRICHSTEIN 12.6 0 50.7518 9.02067 350 
4929 132240 NEUHUTTEN/SPESSART 12.6 0 50.0055 9.42167 340 
4930 132252 LANGENWETZENDORF-GOTTENDORF 12.1 0 50.6572 12.0728 390 
4931 132264 KREIPITZSCHBEIBADKOSEN 12.2 0 51.1033 11.7075 246 
4932 132276 PIDING 11.7 0 47.7705 12.9053 458 
4933 132288 PADENSTEDT(PONY-PARK) 12.7 0 54.019 9.92267 17 
4934 132300 VEILSDORF 11.2 0 50.4173 10.8167 397 
4935 132312 OBERHACHING-LAUFZORN 11.6 0 48.0083 11.5523 604 
4936 132324 WITTINGEN-VORHOP 13 0 52.6397 10.6585 72 
4937 132336 KR.NECKAR-ODENWALDBUCHEN 12.8 0 49.5182 9.32017 340 
4938 132348 BUCHENBACH 12.3 0 47.9578 7.99267 445 
4939 132360 BUCHHOLZINDERNORDHEIDE -9999 9 53.354 9.93533 77 
4940 132372 BUCHEL(FLUGPLATZ) 11.5 0 50.171 7.05783 477 
4941 132384 BUCKEBURG 14.1 0 52.2757 9.086 68 
4942 132396 BUDINGEN -9999 9 50.2735 9.11733 148 
4943 132408 BUHLERTAL -9999 9 48.6913 8.17183 190 
4944 132420 BUHLERTAL-OBERTAL -9999 9 48.6718 8.175 478 
4945 132432 ALFHAUSEN 13 0 52.4852 7.90767 65 
4946 132444 BUHLENBERG -9999 9 49.6578 7.10633 530 
4947 132456 SCHLUSSELFELD(KLARANLAGE) -9999 9 49.7408 10.64 290 
4948 132468 BURGWALD-BOTTENDORF 13 0 51.0257 8.80933 293 
4950 132492 CARLSFELD 8 0 50.4258 12.6077 897 
4951 132516 CELLE 12.8 0 52.5905 10.0235 39 
4952 132516 CELLE 12.8 0 52.5905 10.0235 39 
4953 128556 SCHORNDORF-KNOBLING 8.9 0 49.1593 12.6182 399 
4954 132540 CHEMNITZ 12.2 0 50.7888 12.8707 418 
4955 132552 CHIEMING 11.7 0 47.8845 12.5383 551 
4956 132564 CLAUSTHAL-ZELLERFELD -9999 9 51.7883 10.3422 585 
4957 132576 CLOPPENBURG -9999 9 52.8407 8.05783 42 
4958 132588 LAUTERTAL-OBERLAUTER 11.8 0 50.3048 10.9682 345 
4959 121260 COTTBUS 13.6 0 51.7732 14.3177 69 
4960 132612 CRAILSHEIM-ALEXANDERSREUT -9999 9 49.0928 10.0928 423 
4961 132624 CRIMMITSCHAU -9999 9 50.8095 12.3833 269 
4962 132636 DACHWIG 12.9 0 51.0737 10.8583 170 
4963 132648 DARMSTADT 15.2 0 49.8757 8.67317 162 
4964 132660 DARMSTADT(A) -9999 9 49.8412 8.62167 122 
4965 132648 DARMSTADT 15.2 0 49.8757 8.67317 162 
4966 132684 ALSFELD-EIFA 13.3 0 50.7407 9.34133 300 
4967 132696 DEGGENHAUSERTAL-AZENWEILER -9999 9 47.801 9.407 708 
4968 132708 ALSFELD-REIBERTENROD -9999 9 50.7688 9.25317 269 
4969 132720 DESSAU -9999 9 51.8515 12.2518 60 
4970 132732 DEUSELBACH 12.3 0 49.7578 7.05333 481 
4971 132744 DIEPHOLZ 13.3 0 52.5875 8.34117 39 
4972 125712 MANDERSCHEID-SONNENHOF 11.4 0 50.1017 6.80117 413 
4973 132768 DIESBAR-SEUSSLITZ -9999 9 51.2382 13.4175 100 
4974 132780 DIETENHOFEN -9999 9 49.4168 10.6712 405 
4975 132792 DILLENBURG 12.2 0 50.7262 8.25783 314 
4976 132816 DILLINGEN/DONAU-FRISTINGEN 11.2 0 48.5542 10.5565 419 
4977 132816 DILLINGEN/DONAU-FRISTINGEN 11.2 0 48.5542 10.5565 419 
4978 111460 KAHLERASTEN(WST) 8.9 0 51.1757 8.48733 839 
4979 132840 DIPPOLDISWALDE-REINBERG 11.8 0 50.9175 13.7087 365 
